"","Duration","Sci_LR_Scale","Sci_DataSet","Sci_Mem","Agent","Agent_pH","Agent_pH_Var"
"25",1957,"0 (Neutral)","GISTEMP","15","Scientist",0.0563145521745183,5.3136580672846e-31
"26",1957.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.0571506776602548,1.73507202197048e-31
"27",1957.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.0579984544704572,1.73507202197048e-31
"28",1957.5,"0 (Neutral)","GISTEMP","15","Scientist",0.0588580221921401,5.51801099431668e-31
"29",1957.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.0597295214034902,5.72621963695314e-31
"30",1957.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.0606130936591513,6.26360999931344e-31
"31",1958,"0 (Neutral)","GISTEMP","15","Scientist",0.0615088814746301,3.08457248350308e-33
"32",1958.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.0640569988268919,4.07934710943282e-31
"33",1958.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.0667031738816118,8.9144144773239e-31
"34",1958.5,"0 (Neutral)","GISTEMP","15","Scientist",0.0694505502003811,9.44650323072818e-33
"35",1958.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.0723023192824573,9.17853099622385e-31
"36",1958.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.075261716497964,2.29048785478126e-30
"37",1959,"0 (Neutral)","GISTEMP","15","Scientist",0.0783320165164611,5.21292749712021e-31
"38",1959.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.08169320533195,1.20491112636839e-31
"39",1959.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.0851852909297062,2.82257660818554e-30
"40",1959.5,"0 (Neutral)","GISTEMP","15","Scientist",0.0888122136823271,1.3281012399283e-30
"41",1959.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.092577932054554,2.54959194339551e-30
"42",1959.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.0964864127274002,2.82257660818554e-30
"43",1960,"0 (Neutral)","GISTEMP","15","Scientist",0.10054161981884,4.16590792475113e-30
"44",1960.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.104039686095238,3.56576579092956e-30
"45",1960.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.107644892462958,5.24859286646071e-30
"46",1960.5,"0 (Neutral)","GISTEMP","15","Scientist",0.111359499809311,7.7114312087577e-32
"47",1960.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.115185744720946,3.25807968570013e-30
"48",1960.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.119125833347173,3.46166146961133e-30
"49",1961,"0 (Neutral)","GISTEMP","15","Scientist",0.123181934931693,8.65415367402833e-31
"50",1961.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.127635601622959,1.12903064327421e-29
"51",1961.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.132226008860726,6.04576206766604e-31
"52",1961.5,"0 (Neutral)","GISTEMP","15","Scientist",0.136955591183308,2.22860361933098e-31
"53",1961.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.141826696546492,0
"54",1961.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.146841575186726,1.49293308201549e-30
"55",1962,"0 (Neutral)","GISTEMP","15","Scientist",0.152002368076748,7.55797372770342e-30
"56",1962.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.157178798190557,2.22860361933098e-31
"57",1962.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.162497731010934,3.73233270503873e-31
"58",1962.5,"0 (Neutral)","GISTEMP","15","Scientist",0.16796078691603,6.04576206766604e-31
"59",1962.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.173569443076758,7.89650555776789e-31
"60",1962.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.179325021968528,1.49293308201549e-30
"61",1963,"0 (Neutral)","GISTEMP","15","Scientist",0.185228679757301,5.57150904832744e-30
"62",1963.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.19122090953414,1.12903064327421e-29
"63",1963.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.197360034480845,2.22860361933098e-31
"64",1963.5,"0 (Neutral)","GISTEMP","15","Scientist",0.203646627533481,2.16614102654004e-30
"65",1963.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.210081057277731,1.22426681870237e-29
"66",1963.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.216663477172112,1.03765018345044e-29
"67",1964,"0 (Neutral)","GISTEMP","15","Scientist",0.223393815030199,7.4060585328909e-30
"68",1964.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.226898688106835,2.28134980879888e-29
"69",1964.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.230442233094408,7.89650555776789e-31
"70",1964.5,"0 (Neutral)","GISTEMP","15","Scientist",0.234024366614684,3.59784534475799e-29
"71",1964.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.237644987720132,5.31240495971318e-30
"72",1964.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.241303977582362,3.06066704675593e-30
"73",1965,"0 (Neutral)","GISTEMP","15","Scientist",0.245001199191982,1.82884302546898e-29
"74",1965.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.247290095307756,5.8367822819087e-30
"75",1965.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.249593305971949,4.51612257309686e-29
"76",1965.5,"0 (Neutral)","GISTEMP","15","Scientist",0.251910789020259,2.28134980879888e-29
"77",1965.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.254242499579243,8.99461336189498e-30
"78",1965.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.256588390044699,1.30323187428005e-29
"79",1966,"0 (Neutral)","GISTEMP","15","Scientist",0.258948410061123,9.99401484654998e-31
"80",1966.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.259564323193759,1.5549329889339e-29
"81",1966.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.26018118694276,4.93531597360493e-30
"82",1966.5,"0 (Neutral)","GISTEMP","15","Scientist",0.26079900033077,1.00217759989015e-29
"83",1966.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.26141776236765,1.42630631637182e-29
"84",1966.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.26203747205045,1.30323187428005e-29
"85",1967,"0 (Neutral)","GISTEMP","15","Scientist",0.262658128363362,2.72552824642332e-29
"86",1967.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.263040540778945,9.99401484654998e-31
"87",1967.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.26342331105024,2.5543344735889e-29
"88",1967.5,"0 (Neutral)","GISTEMP","15","Scientist",0.263806438933238,1.03765018345044e-29
"89",1967.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.264189924182097,3.35909943453485e-30
"90",1967.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.264573766549126,2.07406653790747e-29
"91",1968,"0 (Neutral)","GISTEMP","15","Scientist",0.264957965784783,1.00217759989015e-29
"92",1968.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.266257269559105,7.1068550019911e-30
"93",1968.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.267560625586755,1.11044609406111e-31
"94",1968.5,"0 (Neutral)","GISTEMP","15","Scientist",0.268868023804765,1.82884302546898e-29
"95",1968.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.270179453907727,5.44118586089943e-30
"96",1968.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.271494905347145,2.66784674098181e-29
"97",1969,"0 (Neutral)","GISTEMP","15","Scientist",0.272814367330789,3.46582564246406e-29
"98",1969.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.274023298005766,4.0087103995606e-29
"99",1969.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.275235558193851,1.97412638944197e-29
"100",1969.5,"0 (Neutral)","GISTEMP","15","Scientist",0.276451139129827,1.03765018345044e-29
"101",1969.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.277670031877106,9.67321930826566e-30
"102",1969.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.278892227327326,4.15060073380175e-29
"103",1970,"0 (Neutral)","GISTEMP","15","Scientist",0.280117716200071,1.92785780218943e-30
"104",1970.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.280399711643637,2.08517099884808e-30
"105",1970.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.28068188028599,6.52695537509252e-30
"106",1970.5,"0 (Neutral)","GISTEMP","15","Scientist",0.280964222010765,1.42630631637182e-29
"107",1970.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.281246736701089,3.73233270503873e-31
"108",1970.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.281529424239636,4.93531597360493e-32
"109",1971,"0 (Neutral)","GISTEMP","15","Scientist",0.281812284508589,8.99461336189498e-30
"110",1971.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.278660748276567,3.56576579092956e-30
"111",1971.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.27553093474618,8.34068399539233e-30
"112",1971.5,"0 (Neutral)","GISTEMP","15","Scientist",0.2724229981718,6.24625927909374e-30
"113",1971.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.269337085355879,4.69163474740819e-30
"114",1971.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.266273335689618,6.94028808788193e-31
"115",1972,"0 (Neutral)","GISTEMP","15","Scientist",0.263231881197838,2.44328986418279e-29
"116",1972.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.261147929014299,4.22277972991572e-30
"117",1972.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.259074673670002,1.92508168695427e-29
"118",1972.5,"0 (Neutral)","GISTEMP","15","Scientist",0.257012152392242,2.96242341315636e-29
"119",1972.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.254960400784599,7.1068550019911e-30
"120",1972.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.252919452836522,0
"121",1973,"0 (Neutral)","GISTEMP","15","Scientist",0.250889340933306,3.66478056765001e-29
"122",1973.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.251724866192211,6.81382061605831e-30
"123",1973.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.252562235840379,4.22247127266737e-29
"124",1973.5,"0 (Neutral)","GISTEMP","15","Scientist",0.253401447707999,1.73507202197048e-29
"125",1973.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.254242499579243,1.07373968150742e-29
"126",1973.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.255085389192231,9.99401484654998e-31
"127",1974,"0 (Neutral)","GISTEMP","15","Scientist",0.255930114238856,2.22860361933098e-29
"128",1974.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.256415877358165,2.59412545862609e-30
"129",1974.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.256902244137457,4.81964450547356e-29
"130",1974.5,"0 (Neutral)","GISTEMP","15","Scientist",0.257389214119343,1.11044609406111e-31
"131",1974.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.257876786841336,2.24865334047375e-30
"132",1974.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.2583649618359,5.7033745219972e-30
"133",1975,"0 (Neutral)","GISTEMP","15","Scientist",0.258853738630428,4.59107768444598e-29
"134",1975.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.259295731307525,5.13303706979748e-29
"135",1975.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.25973821419794,2.17647434435977e-29
"136",1975.5,"0 (Neutral)","GISTEMP","15","Scientist",0.26018118694276,3.77860129229127e-30
"137",1975.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.260624649179618,1.36029646522486e-30
"138",1975.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.261068600542758,5.7033745219972e-30
"139",1976,"0 (Neutral)","GISTEMP","15","Scientist",0.261513040663034,1.38466458784453e-29
"140",1976.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.261910274907739,9.67321930826566e-30
"141",1976.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.262307898222211,3.46582564246406e-29
"142",1976.5,"0 (Neutral)","GISTEMP","15","Scientist",0.262705910336784,4.29495872602969e-29
"143",1976.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.263104310979631,1.97412638944197e-29
"144",1976.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.263503099876778,1.51144051691651e-29
"145",1977,"0 (Neutral)","GISTEMP","15","Scientist",0.263902276752047,8.02297302959151e-30
"146",1977.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.267415608449874,3.27242294774842e-29
"147",1977.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.270958495943914,5.21292749712021e-31
"148",1977.5,"0 (Neutral)","GISTEMP","15","Scientist",0.274530731989101,8.66456410616015e-30
"149",1977.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.278132096295931,9.99401484654998e-31
"150",1977.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.281762355444414,6.52695537509252e-30
"151",1978,"0 (Neutral)","GISTEMP","15","Scientist",0.285421262808138,5.7033745219972e-30
"152",1978.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.291276726781633,1.22426681870237e-29
"153",1978.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.297202354713876,2.90227424972805e-29
"154",1978.5,"0 (Neutral)","GISTEMP","15","Scientist",0.303196959807395,9.33083176259682e-30
"155",1978.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.309259270673881,2.96427415664646e-30
"156",1978.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.315387931309891,3.53152703636268e-29
"157",1979,"0 (Neutral)","GISTEMP","15","Scientist",0.321581501269652,6.04576206766604e-31
"158",1979.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.327385582046572,3.99760593861999e-30
"159",1979.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.333242961713603,6.66545267960181e-29
"160",1979.5,"0 (Neutral)","GISTEMP","15","Scientist",0.339152296403178,3.66478056765001e-29
"161",1979.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.345112181562156,3.08457248350308e-33
"162",1979.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.351121152769601,3.53152703636268e-29
"163",1980,"0 (Neutral)","GISTEMP","15","Scientist",0.357177686694508,4.89706727480949e-29
"164",1980.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.364955756160596,3.35909943453485e-30
"165",1980.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.372804973189262,1.38466458784453e-29
"166",1980.5,"0 (Neutral)","GISTEMP","15","Scientist",0.380721797451542,1.11044609406111e-31
"167",1980.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.388702549901099,2.96242341315636e-29
"168",1980.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.396743418623657,6.81382061605831e-30
"169",1981,"0 (Neutral)","GISTEMP","15","Scientist",0.404840465252605,1.23382899340123e-30
"170",1981.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.415783469044995,1.03765018345044e-29
"171",1981.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.426810142369785,3.08457248350308e-29
"172",1981.5,"0 (Neutral)","GISTEMP","15","Scientist",0.437910049486674,1.18570966265858e-29
"173",1981.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.449072464963592,2.77611523515277e-30
"174",1981.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.46028641380531,7.22067572663236e-29
"175",1982,"0 (Neutral)","GISTEMP","15","Scientist",0.471540713679243,8.80984747013315e-29
"176",1982.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.482536541129433,1.82884302546898e-29
"177",1982.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.493549307069653,5.53865835137813e-29
"178",1982.5,"0 (Neutral)","GISTEMP","15","Scientist",0.504568336384583,9.77315945673116e-29
"179",1982.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.515582929652726,4.74283865063434e-29
"180",1982.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.52658240466957,2.08517099884808e-30
"181",1983,"0 (Neutral)","GISTEMP","15","Scientist",0.537556137829307,4.44178437624444e-29
"182",1983.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.549654167393051,1.599042375448e-29
"183",1983.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.561693761490616,2.41830482706641e-30
"184",1983.5,"0 (Neutral)","GISTEMP","15","Scientist",0.573661144311634,1.68911189196629e-29
"185",1983.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.585542875232203,1.18570966265858e-29
"186",1983.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.597325907255776,1.23382899340123e-30
"187",1984,"0 (Neutral)","GISTEMP","15","Scientist",0.608997641661066,1.09021129856933e-28
"188",1984.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.621049307505517,1.87665389896327e-29
"189",1984.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.632953393637419,5.53865835137813e-29
"190",1984.5,"0 (Neutral)","GISTEMP","15","Scientist",0.644697468217077,6.75644756786515e-29
"191",1984.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.656269839816831,8.9144144773239e-29
"192",1984.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.667659594164084,8.09515202570548e-29
"193",1985,"0 (Neutral)","GISTEMP","15","Scientist",0.6788566238229,4.93531597360493e-30
"194",1985.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.688971227795388,2.88827029065294e-28
"195",1985.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.698908558738944,1.18496936526254e-28
"196",1985.5,"0 (Neutral)","GISTEMP","15","Scientist",0.708662649281781,2.73922374825008e-28
"197",1985.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.718228143511063,9.55477172489914e-29
"198",1985.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.72760029518951,5.37455909525577e-29
"199",1986,"0 (Neutral)","GISTEMP","15","Scientist",0.736774962399105,3.59784534475799e-29
"200",1986.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.744107923741383,2.72552824642332e-29
"201",1986.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.751305556913432,2.48789278229424e-28
"202",1986.5,"0 (Neutral)","GISTEMP","15","Scientist",0.758366479987635,1.0443128600148e-28
"203",1986.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.765289558202987,5.7052252654873e-29
"204",1986.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.77207389736005,1.6602402935207e-28
"205",1987,"0 (Neutral)","GISTEMP","15","Scientist",0.778718836603616,0
"206",1987.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.785958070187908,2.11737393557585e-28
"207",1987.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.793023419482779,8.34068399539233e-30
"208",1987.5,"0 (Neutral)","GISTEMP","15","Scientist",0.799914919650177,3.99760593861999e-30
"209",1987.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.806632910523113,2.52305690860618e-28
"210",1987.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.813178020648735,1.28367568473464e-28
"211",1988,"0 (Neutral)","GISTEMP","15","Scientist",0.819551150978931,3.31850646065195e-28
"212",1988.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.827896463872635,1.599042375448e-29
"213",1988.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.835933090488965,7.89650555776789e-29
"214",1988.5,"0 (Neutral)","GISTEMP","15","Scientist",0.843665300931354,3.31850646065195e-28
"215",1988.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.851098015242623,2.59412545862609e-28
"216",1988.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.858236730582696,7.89650555776789e-29
"217",1989,"0 (Neutral)","GISTEMP","15","Scientist",0.865087450511541,1.63173884377313e-28
"218",1989.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.870696796670806,1.9588269099238e-28
"219",1989.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.876106320562493,3.19820813379533e-28
"220",1989.5,"0 (Neutral)","GISTEMP","15","Scientist",0.881320379178905,2.63002988233407e-28
"221",1989.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.886343471332444,2.92614884075036e-28
"222",1989.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.891180212733876,5.33803775705109e-28
"223",1990,"0 (Neutral)","GISTEMP","15","Scientist",0.895835312530382,7.70032674781709e-29
"224",1990.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.900461064775527,2.28134980879888e-29
"225",1990.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.9049032026104,7.70032674781709e-29
"226",1990.5,"0 (Neutral)","GISTEMP","15","Scientist",0.909167097751523,3.65015969407821e-28
"227",1990.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.913258137087584,1.83643107377839e-28
"228",1990.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.917181703804999,8.34068399539233e-30
"229",1991,"0 (Neutral)","GISTEMP","15","Scientist",0.920943160207601,2.11737393557585e-28
"230",1991.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.923868111917159,6.04576206766604e-31
"231",1991.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.926693460072662,3.00264623834124e-28
"232",1991.5,"0 (Neutral)","GISTEMP","15","Scientist",0.929421966158688,6.41393663929697e-28
"233",1991.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.932056361828555,5.33803775705109e-28
"234",1991.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.934599345337688,1.03765018345044e-29
"235",1992,"0 (Neutral)","GISTEMP","15","Scientist",0.937053578342132,4.17725144005921e-28
"236",1992.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.938984988030621,5.53865835137813e-29
"237",1992.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.94086087566302,9.99401484654998e-31
"238",1992.5,"0 (Neutral)","GISTEMP","15","Scientist",0.942682610214345,2.41830482706641e-28
"239",1992.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.944451540811398,5.44118586089943e-28
"240",1992.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.946168996100937,4.93531597360493e-30
"241",1993,"0 (Neutral)","GISTEMP","15","Scientist",0.947836283695127,6.19086035729002e-28
"242",1993.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.948807519934037,4.17725144005921e-28
"243",1993.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.949761631206146,5.49313006152163e-28
"244",1993.5,"0 (Neutral)","GISTEMP","15","Scientist",0.950698884013402,2.34970393503331e-28
"245",1993.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.951619542027962,3.00264623834124e-28
"246",1993.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.952523866070351,5.97173232806196e-30
"247",1994,"0 (Neutral)","GISTEMP","15","Scientist",0.953412114090528,6.24625927909374e-28
"248",1994.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.954101226826339,2.11737393557585e-28
"249",1994.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.954780629882292,1.09021129856933e-28
"250",1994.5,"0 (Neutral)","GISTEMP","15","Scientist",0.955450445847503,2.66618107184072e-28
"251",1994.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.956110796183333,1.49293308201549e-28
"252",1994.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.956761801220722,1.99004278345685e-28
"253",1995,"0 (Neutral)","GISTEMP","15","Scientist",0.957403580158035,8.49984793554109e-29
"254",1995.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.958408252508099,7.70032674781709e-29
"255",1995.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.959390233921249,9.12539923519551e-29
"256",1995.5,"0 (Neutral)","GISTEMP","15","Scientist",0.960349989909567,2.52305690860618e-28
"257",1995.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.961287978638869,2.31577363771477e-28
"258",1995.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.962204650936775,1.92785780218943e-28
"259",1996,"0 (Neutral)","GISTEMP","15","Scientist",0.963100450307706,1.49293308201549e-30
"260",1996.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.964166658872927,3.08013069912684e-28
"261",1996.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.965203172547689,2.66618107184072e-28
"262",1996.5,"0 (Neutral)","GISTEMP","15","Scientist",0.966210754797915,5.28683385382494e-28
"263",1996.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.967190153103246,3.65015969407821e-28
