"","Duration","LR_Scale","DataSet","Mem","pH","pH_Var","LR"
"35",1958.66666666667,"-.01","GISTEMP","M = 3",0.135281808632867,5.7033745219972e-30,1.42889395851109
"36",1958.83333333333,"-.01","GISTEMP","M = 3",0.182702667044339,1.85151463322272e-30,1.42889395851109
"37",1959,"-.01","GISTEMP","M = 3",0.242092362636818,4.51612257309686e-29,1.42889395851109
"38",1959.16666666667,"-.01","GISTEMP","M = 3",0.242092362636818,4.51612257309686e-29,1
"39",1959.33333333333,"-.01","GISTEMP","M = 3",0.242092362636818,4.51612257309686e-29,1
"40",1959.5,"-.01","GISTEMP","M = 3",0.242092362636818,4.51612257309686e-29,1
"41",1959.66666666667,"-.01","GISTEMP","M = 3",0.242092362636818,4.51612257309686e-29,1
"42",1959.83333333333,"-.01","GISTEMP","M = 3",0.242092362636818,4.51612257309686e-29,1
"43",1960,"-.01","GISTEMP","M = 3",0.242092362636818,4.51612257309686e-29,1
"44",1960.16666666667,"-.01","GISTEMP","M = 3",0.225596401449827,5.05947001606593e-30,0.912010839355927
"45",1960.33333333333,"-.01","GISTEMP","M = 3",0.2099131473961,8.39774858633714e-31,0.912010839355927
"46",1960.5,"-.01","GISTEMP","M = 3",0.195045573414518,9.99401484654998e-31,0.912010839355927
"47",1960.66666666667,"-.01","GISTEMP","M = 3",0.1809898053925,0,0.912010839355927
"48",1960.83333333333,"-.01","GISTEMP","M = 3",0.167735881911408,8.66456410616015e-30,0.912010839355927
"49",1961,"-.01","GISTEMP","M = 3",0.1552685414554,2.41830482706641e-30,0.912010839355927
"50",1961.16666666667,"-.01","GISTEMP","M = 3",0.162969423217297,1.97412638944197e-31,1.05925372517731
"51",1961.33333333333,"-.01","GISTEMP","M = 3",0.170974941346866,2.3327079406492e-30,1.05925372517731
"52",1961.5,"-.01","GISTEMP","M = 3",0.179289479355172,1.92785780218943e-30,1.05925372517731
"53",1961.66666666667,"-.01","GISTEMP","M = 3",0.187916702733436,1.75828342990884e-29,1.05925372517731
"54",1961.83333333333,"-.01","GISTEMP","M = 3",0.196859483374956,4.10942169114698e-30,1.05925372517731
"55",1962,"-.01","GISTEMP","M = 3",0.206119823904913,2.50544399972538e-30,1.05925372517731
"56",1962.16666666667,"-.01","GISTEMP","M = 3",0.223591418951202,2.41830482706641e-30,1.10917481526238
"57",1962.33333333333,"-.01","GISTEMP","M = 3",0.242092362636832,4.29495872602969e-29,1.10917481526238
"58",1962.5,"-.01","GISTEMP","M = 3",0.26160834138426,1.23382899340123e-30,1.10917481526238
"59",1962.66666666667,"-.01","GISTEMP","M = 3",0.282111971755569,3.08457248350308e-33,1.10917481526238
"60",1962.83333333333,"-.01","GISTEMP","M = 3",0.303561931641981,7.4060585328909e-30,1.10917481526238
"61",1963,"-.01","GISTEMP","M = 3",0.325902413973891,2.78382666636153e-29,1.10917481526238
"62",1963.16666666667,"-.01","GISTEMP","M = 3",0.333535377942475,1.82884302546898e-29,1.03514216667932
"63",1963.33333333333,"-.01","GISTEMP","M = 3",0.341256611856828,3.66478056765001e-29,1.03514216667932
"64",1963.5,"-.01","GISTEMP","M = 3",0.349062972038894,5.21292749712021e-31,1.03514216667932
"65",1963.66666666667,"-.01","GISTEMP","M = 3",0.356951142505641,6.84805937062519e-29,1.03514216667932
"66",1963.83333333333,"-.01","GISTEMP","M = 3",0.364917638853793,2.22860361933098e-29,1.03514216667932
"67",1964,"-.01","GISTEMP","M = 3",0.372958812836321,5.7052252654873e-29,1.03514216667932
"68",1964.16666666667,"-.01","GISTEMP","M = 3",0.313384943993698,2.44328986418279e-29,0.76736148936183
"69",1964.33333333333,"-.01","GISTEMP","M = 3",0.259390507813975,8.02297302959151e-30,0.76736148936183
"70",1964.5,"-.01","GISTEMP","M = 3",0.211828938785914,0,0.76736148936183
"71",1964.66666666667,"-.01","GISTEMP","M = 3",0.170974941346866,2.3327079406492e-30,0.76736148936183
"72",1964.83333333333,"-.01","GISTEMP","M = 3",0.136634262009264,1.85151463322272e-30,0.76736148936183
"73",1965,"-.01","GISTEMP","M = 3",0.108290019725047,5.4153525663501e-31,0.76736148936183
"74",1965.16666666667,"-.01","GISTEMP","M = 3",0.0917431192660557,3.56460907624825e-31,0.831763771102682
"75",1965.33333333333,"-.01","GISTEMP","M = 3",0.0775048527756766,3.15860222310715e-30,0.831763771102682
"76",1965.5,"-.01","GISTEMP","M = 3",0.0653174104475836,6.95956666590383e-32,0.831763771102682
"77",1965.66666666667,"-.01","GISTEMP","M = 3",0.0549322931332124,4.81964450547356e-31,0.831763771102682
"78",1965.83333333333,"-.01","GISTEMP","M = 3",0.0461168851828239,2.36162580768205e-31,0.831763771102682
"79",1966,"-.01","GISTEMP","M = 3",0.0386582858344935,4.34972916618989e-31,0.831763771102682
"80",1966.16666666667,"-.01","GISTEMP","M = 3",0.046625994874231,5.83176985162301e-31,1.21618600064638
"81",1966.33333333333,"-.01","GISTEMP","M = 3",0.0561399973823542,1.97412638944197e-31,1.21618600064638
"82",1966.5,"-.01","GISTEMP","M = 3",0.0674579630795067,1.3281012399283e-30,1.21618600064638
"83",1966.66666666667,"-.01","GISTEMP","M = 3",0.0808621793846055,2.77611523515277e-32,1.21618600064638
"84",1966.83333333333,"-.01","GISTEMP","M = 3",0.096653818931468,1.23382899340123e-30,1.21618600064638
"85",1967,"-.01","GISTEMP","M = 3",0.115143083441339,5.21292749712021e-31,1.21618600064638
"86",1967.16666666667,"-.01","GISTEMP","M = 3",0.12868811601916,2.16614102654004e-30,1.13501081567233
"87",1967.33333333333,"-.01","GISTEMP","M = 3",0.143568011618979,6.38583618397225e-30,1.13501081567233
"88",1967.5,"-.01","GISTEMP","M = 3",0.159852782035901,1.57691056787886e-29,1.13501081567233
"89",1967.66666666667,"-.01","GISTEMP","M = 3",0.17760166327211,9.50125439231036e-30,1.13501081567233
"90",1967.83333333333,"-.01","GISTEMP","M = 3",0.196859483374956,4.22277972991572e-30,1.13501081567233
"91",1968,"-.01","GISTEMP","M = 3",0.217652831152925,1.77671375049777e-30,1.13501081567233
"92",1968.16666666667,"-.01","GISTEMP","M = 3",0.217652831152925,1.85151463322272e-30,1
"93",1968.33333333333,"-.01","GISTEMP","M = 3",0.217652831152925,1.85151463322272e-30,1
"94",1968.5,"-.01","GISTEMP","M = 3",0.217652831152925,1.85151463322272e-30,1
"95",1968.66666666667,"-.01","GISTEMP","M = 3",0.217652831152925,1.85151463322272e-30,1
"96",1968.83333333333,"-.01","GISTEMP","M = 3",0.217652831152925,1.85151463322272e-30,1
"97",1969,"-.01","GISTEMP","M = 3",0.217652831152925,1.85151463322272e-30,1
"98",1969.16666666667,"-.01","GISTEMP","M = 3",0.239986206057807,1.92785780218943e-32,1.13501081567233
"99",1969.33333333333,"-.01","GISTEMP","M = 3",0.263838382391326,2.44328986418279e-29,1.13501081567233
"100",1969.5,"-.01","GISTEMP","M = 3",0.289159265234736,4.29495872602969e-29,1.13501081567233
"101",1969.66666666667,"-.01","GISTEMP","M = 3",0.315867542071866,1.77671375049777e-30,1.13501081567233
"102",1969.83333333333,"-.01","GISTEMP","M = 3",0.343849433684564,3.53152703636268e-29,1.13501081567233
"103",1970,"-.01","GISTEMP","M = 3",0.372958812836321,5.7052252654873e-29,1.13501081567233
"104",1970.16666666667,"-.01","GISTEMP","M = 3",0.405791899549854,1.63173884377313e-30,1.14815362149691
"105",1970.33333333333,"-.01","GISTEMP","M = 3",0.439489530836625,1.46856495939582e-29,1.14815362149691
"106",1970.5,"-.01","GISTEMP","M = 3",0.473754415249842,1.4391381379032e-28,1.14815362149691
"107",1970.66666666667,"-.01","GISTEMP","M = 3",0.508268292893379,4.0087103995606e-29,1.14815362149691
"108",1970.83333333333,"-.01","GISTEMP","M = 3",0.542703534520064,3.56576579092956e-30,1.14815362149691
"109",1971,"-.01","GISTEMP","M = 3",0.576735480768709,1.03765018345044e-29,1.14815362149691
"110",1971.16666666667,"-.01","GISTEMP","M = 3",0.53698369001807,3.08457248350308e-29,0.851138038202381
"111",1971.33333333333,"-.01","GISTEMP","M = 3",0.49675616674283,4.74283865063434e-29,0.851138038202381
"112",1971.5,"-.01","GISTEMP","M = 3",0.456570596197135,7.22067572663236e-29,0.851138038202381
"113",1971.66666666667,"-.01","GISTEMP","M = 3",0.416942514239892,3.27242294774842e-29,0.851138038202381
"114",1971.83333333333,"-.01","GISTEMP","M = 3",0.378359209503519,6.13243855445247e-29,0.851138038202381
"115",1972,"-.01","GISTEMP","M = 3",0.341256611856828,3.80050175692415e-29,0.851138038202381
"116",1972.16666666667,"-.01","GISTEMP","M = 3",0.341256611856828,3.80050175692415e-29,1
"117",1972.33333333333,"-.01","GISTEMP","M = 3",0.341256611856828,3.80050175692415e-29,1
"118",1972.5,"-.01","GISTEMP","M = 3",0.341256611856828,3.80050175692415e-29,1
"119",1972.66666666667,"-.01","GISTEMP","M = 3",0.341256611856828,3.80050175692415e-29,1
"120",1972.83333333333,"-.01","GISTEMP","M = 3",0.341256611856828,3.80050175692415e-29,1
"121",1973,"-.01","GISTEMP","M = 3",0.341256611856828,3.80050175692415e-29,1
"122",1973.16666666667,"-.01","GISTEMP","M = 3",0.411355827595987,9.55477172489914e-29,1.34896288259165
"123",1973.33333333333,"-.01","GISTEMP","M = 3",0.485247478926863,1.03765018345044e-29,1.34896288259165
"124",1973.5,"-.01","GISTEMP","M = 3",0.55978975789589,2.41830482706641e-30,1.34896288259165
"125",1973.66666666667,"-.01","GISTEMP","M = 3",0.631729810244906,2.61078215003701e-29,1.34896288259165
"126",1973.83333333333,"-.01","GISTEMP","M = 3",0.698250552970411,3.00264623834124e-28,1.34896288259165
"127",1974,"-.01","GISTEMP","M = 3",0.757370509960802,1.23382899340123e-28,1.34896288259165
"128",1974.16666666667,"-.01","GISTEMP","M = 3",0.742255847004,1.16090969989122e-28,0.922571427154739
"129",1974.33333333333,"-.01","GISTEMP","M = 3",0.726539581540277,2.24865334047375e-28,0.922571427154739
"130",1974.5,"-.01","GISTEMP","M = 3",0.710239104712319,1.11044609406111e-29,0.922571427154739
"131",1974.66666666667,"-.01","GISTEMP","M = 3",0.693377050072852,9.99401484654998e-29,0.922571427154739
"132",1974.83333333333,"-.01","GISTEMP","M = 3",0.675981400181169,9.33885165105393e-29,0.922571427154739
"133",1975,"-.01","GISTEMP","M = 3",0.658085501261315,1.9588269099238e-28,0.922571427154739
"134",1975.16666666667,"-.01","GISTEMP","M = 3",0.620952533646649,7.89650555776789e-31,0.851138038202381
"135",1975.33333333333,"-.01","GISTEMP","M = 3",0.582346198131783,7.7114312087577e-30,0.851138038202381
"136",1975.5,"-.01","GISTEMP","M = 3",0.542703534520064,4.45412266617845e-30,0.851138038202381
"137",1975.66666666667,"-.01","GISTEMP","M = 3",0.502512562814061,9.99401484654998e-29,0.851138038202381
"138",1975.83333333333,"-.01","GISTEMP","M = 3",0.462289095408282,1.4258436304993e-28,0.851138038202381
"139",1976,"-.01","GISTEMP","M = 3",0.422550609614672,4.89706727480949e-29,0.851138038202381
"140",1976.16666666667,"-.01","GISTEMP","M = 3",0.422550609614672,4.89706727480949e-29,1
"141",1976.33333333333,"-.01","GISTEMP","M = 3",0.422550609614672,4.89706727480949e-29,1
"142",1976.5,"-.01","GISTEMP","M = 3",0.422550609614672,4.89706727480949e-29,1
"143",1976.66666666667,"-.01","GISTEMP","M = 3",0.422550609614672,4.89706727480949e-29,1
"144",1976.83333333333,"-.01","GISTEMP","M = 3",0.422550609614672,4.89706727480949e-29,1
"145",1977,"-.01","GISTEMP","M = 3",0.422550609614672,4.89706727480949e-29,1
"146",1977.16666666667,"-.01","GISTEMP","M = 3",0.479498234439473,3.80050175692415e-29,1.25892541179419
"147",1977.33333333333,"-.01","GISTEMP","M = 3",0.53698369001807,2.96242341315636e-29,1.25892541179419
"148",1977.5,"-.01","GISTEMP","M = 3",0.593502573173158,1.13709680031858e-28,1.25892541179419
"149",1977.66666666667,"-.01","GISTEMP","M = 3",0.64764932289278,1.41261081454507e-28,1.25892541179419
"150",1977.83333333333,"-.01","GISTEMP","M = 3",0.698250552970411,2.92614884075036e-28,1.25892541179419
"151",1978,"-.01","GISTEMP","M = 3",0.74445225879011,1.06713869639273e-28,1.25892541179419
"152",1978.16666666667,"-.01","GISTEMP","M = 3",0.783805944834777,3.35909943453485e-28,1.24451461177137
"153",1978.33333333333,"-.01","GISTEMP","M = 3",0.818576183297412,1.4391381379032e-28,1.24451461177137
"154",1978.5,"-.01","GISTEMP","M = 3",0.848832865413588,2.05321482791899e-28,1.24451461177137
"155",1978.66666666667,"-.01","GISTEMP","M = 3",0.874815221405698,3.08457248350308e-29,1.24451461177137
"156",1978.83333333333,"-.01","GISTEMP","M = 3",0.896874328843605,3.15860222310715e-28,1.24451461177137
"157",1979,"-.01","GISTEMP","M = 3",0.915422155314308,5.87425983758327e-29,1.24451461177137
"158",1979.16666666667,"-.01","GISTEMP","M = 3",0.916309284346677,9.12539923519551e-29,1.01157945425987
"159",1979.33333333333,"-.01","GISTEMP","M = 3",0.917187950127898,2.77611523515277e-28,1.01157945425987
"160",1979.5,"-.01","GISTEMP","M = 3",0.918058215790179,5.38948842607592e-28,1.01157945425987
"161",1979.66666666667,"-.01","GISTEMP","M = 3",0.918920144367014,1.6602402935207e-28,1.01157945425987
"162",1979.83333333333,"-.01","GISTEMP","M = 3",0.919773798784694,4.74283865063434e-29,1.01157945425987
"163",1980,"-.01","GISTEMP","M = 3",0.92061924185316,0,1.01157945425987
"164",1980.16666666667,"-.01","GISTEMP","M = 3",0.937266666382218,2.14982363810231e-28,1.28824955169314
"165",1980.33333333333,"-.01","GISTEMP","M = 3",0.950610157079746,1.46591222706e-28,1.28824955169314
"166",1980.5,"-.01","GISTEMP","M = 3",0.961232856496728,4.31457660702477e-28,1.28824955169314
"167",1980.66666666667,"-.01","GISTEMP","M = 3",0.969643799051799,2.34970393503331e-28,1.28824955169314
"168",1980.83333333333,"-.01","GISTEMP","M = 3",0.976274939107839,1.77671375049777e-30,1.28824955169314
"169",1981,"-.01","GISTEMP","M = 3",0.981485203151328,1.33450943926277e-28,1.28824955169314
"170",1981.16666666667,"-.01","GISTEMP","M = 3",0.985068561380079,3.35909943453485e-28,1.24451461177137
"171",1981.33333333333,"-.01","GISTEMP","M = 3",0.987966898266798,2.38388099815052e-28,1.24451461177137
"172",1981.5,"-.01","GISTEMP","M = 3",0.990308175109448,2.66618107184072e-28,1.24451461177137
"173",1981.66666666667,"-.01","GISTEMP","M = 3",0.992197508098457,6.52695537509252e-30,1.24451461177137
"174",1981.83333333333,"-.01","GISTEMP","M = 3",0.993720868118685,2.63002988233407e-28,1.24451461177137
"175",1982,"-.01","GISTEMP","M = 3",0.994948321326547,4.0087103995606e-29,1.24451461177137
"176",1982.16666666667,"-.01","GISTEMP","M = 3",0.994204234529236,6.41393663929697e-28,0.870963589956089
"177",1982.33333333333,"-.01","GISTEMP","M = 3",0.993351279899662,9.33885165105393e-29,0.870963589956089
"178",1982.5,"-.01","GISTEMP","M = 3",0.992373760028591,7.12659626588552e-29,0.870963589956089
"179",1982.66666666667,"-.01","GISTEMP","M = 3",0.991253786911641,6.64096117408279e-28,0.870963589956089
"180",1982.83333333333,"-.01","GISTEMP","M = 3",0.989970999178381,2.70257902714606e-28,0.870963589956089
"181",1983,"-.01","GISTEMP","M = 3",0.988502250120496,1.36029646522486e-28,0.870963589956089
"182",1983.16666666667,"-.01","GISTEMP","M = 3",0.988502250120496,1.36029646522486e-28,1
"183",1983.33333333333,"-.01","GISTEMP","M = 3",0.988502250120496,1.36029646522486e-28,1
"184",1983.5,"-.01","GISTEMP","M = 3",0.988502250120496,1.36029646522486e-28,1
"185",1983.66666666667,"-.01","GISTEMP","M = 3",0.988502250120496,1.36029646522486e-28,1
"186",1983.83333333333,"-.01","GISTEMP","M = 3",0.988502250120496,1.36029646522486e-28,1
"187",1984,"-.01","GISTEMP","M = 3",0.988502250120496,1.36029646522486e-28,1
"188",1984.16666666667,"-.01","GISTEMP","M = 3",0.989138438298794,7.22579611695498e-28,1.05925372517731
"189",1984.33333333333,"-.01","GISTEMP","M = 3",0.98973979058041,1.09021129856933e-28,1.05925372517731
"190",1984.5,"-.01","GISTEMP","M = 3",0.990308175109448,2.63002988233407e-28,1.05925372517731
"191",1984.66666666667,"-.01","GISTEMP","M = 3",0.990845364095092,1.02173378943556e-28,1.05925372517731
"192",1984.83333333333,"-.01","GISTEMP","M = 3",0.991353038276435,1.52020070276966e-28,1.05925372517731
"193",1985,"-.01","GISTEMP","M = 3",0.991832791230884,2.31577363771477e-28,1.05925372517731
"194",1985.16666666667,"-.01","GISTEMP","M = 3",0.989970999178381,2.73922374825008e-28,0.812830516164118
"195",1985.33333333333,"-.01","GISTEMP","M = 3",0.987690061636046,8.9144144773239e-29,0.812830516164118
"196",1985.5,"-.01","GISTEMP","M = 3",0.984898274526329,4.83710318573019e-28,0.812830516164118
"197",1985.66666666667,"-.01","GISTEMP","M = 3",0.981485203151328,1.20927579643255e-28,0.812830516164118
"198",1985.83333333333,"-.01","GISTEMP","M = 3",0.977318523381859,8.70589737743909e-29,0.812830516164118
"199",1986,"-.01","GISTEMP","M = 3",0.972240670061319,1.33450943926277e-28,0.812830516164118
"200",1986.16666666667,"-.01","GISTEMP","M = 3",0.973456883391948,4.22277972991572e-28,1.04712854805089
"201",1986.33333333333,"-.01","GISTEMP","M = 3",0.974621201977355,1.30896917909937e-28,1.04712854805089
"202",1986.5,"-.01","GISTEMP","M = 3",0.975735720559579,2.05321482791899e-28,1.04712854805089
"203",1986.66666666667,"-.01","GISTEMP","M = 3",0.976802459634079,3.0412650858347e-28,1.04712854805089
"204",1986.83333333333,"-.01","GISTEMP","M = 3",0.977823367172419,4.40736054732854e-28,1.04712854805089
"205",1987,"-.01","GISTEMP","M = 3",0.978800320393164,6.93029407303538e-28,1.04712854805089
"206",1987.16666666667,"-.01","GISTEMP","M = 3",0.983835668140249,1.77671375049777e-28,1.3182567385564
"207",1987.33333333333,"-.01","GISTEMP","M = 3",0.987690061636046,8.9144144773239e-29,1.3182567385564
"208",1987.5,"-.01","GISTEMP","M = 3",0.990634122400707,1.18570966265858e-29,1.3182567385564
"209",1987.66666666667,"-.01","GISTEMP","M = 3",0.992879154103895,1.54771508932251e-28,1.3182567385564
"210",1987.83333333333,"-.01","GISTEMP","M = 3",0.994588983737429,6.58383489168832e-28,1.3182567385564
"211",1988,"-.01","GISTEMP","M = 3",0.995889955286536,2.45297542178099e-28,1.3182567385564
"212",1988.16666666667,"-.01","GISTEMP","M = 3",0.996879115528627,3.0412650858347e-28,1.3182567385564
"213",1988.33333333333,"-.01","GISTEMP","M = 3",0.997630781934867,6.39616950179199e-29,1.3182567385564
"214",1988.5,"-.01","GISTEMP","M = 3",0.998201735729963,3.52393898805326e-28,1.3182567385564
"215",1988.66666666667,"-.01","GISTEMP","M = 3",0.998635284571407,5.08448589890714e-28,1.3182567385564
"216",1988.83333333333,"-.01","GISTEMP","M = 3",0.998964416282798,1.80644902923874e-28,1.3182567385564
"217",1989,"-.01","GISTEMP","M = 3",0.999214232963005,6.57507470583517e-29,1.3182567385564
"218",1989.16666666667,"-.01","GISTEMP","M = 3",0.999195944813998,2.18252010642744e-28,0.977237220955796
"219",1989.33333333333,"-.01","GISTEMP","M = 3",0.999177231372273,3.69272679435055e-28,0.977237220955796
"220",1989.5,"-.01","GISTEMP","M = 3",0.999158082764096,8.70589737743909e-29,0.977237220955796
"221",1989.66666666667,"-.01","GISTEMP","M = 3",0.999138488887299,6.94028808788193e-29,0.977237220955796
"222",1989.83333333333,"-.01","GISTEMP","M = 3",0.999118439406054,2.96427415664646e-28,0.977237220955796
"223",1990,"-.01","GISTEMP","M = 3",0.999097923745346,3.60783935960454e-28,0.977237220955796
"224",1990.16666666667,"-.01","GISTEMP","M = 3",0.999158082764096,8.70589737743909e-29,1.07151930523762
"225",1990.33333333333,"-.01","GISTEMP","M = 3",0.999214232963005,6.57507470583517e-29,1.07151930523762
"226",1990.5,"-.01","GISTEMP","M = 3",0.999266641071131,6.04576206766604e-31,1.07151930523762
"227",1990.66666666667,"-.01","GISTEMP","M = 3",0.999315556123065,4.93531597360493e-30,1.07151930523762
"228",1990.83333333333,"-.01","GISTEMP","M = 3",0.999361210625928,3.23806081028219e-28,1.07151930523762
"229",1991,"-.01","GISTEMP","M = 3",0.999403821650417,3.56576579092956e-28,1.07151930523762
"230",1991.16666666667,"-.01","GISTEMP","M = 3",0.999492524891593,4.93531597360493e-30,1.17489755493953
"231",1991.33333333333,"-.01","GISTEMP","M = 3",0.9995680359996,2.41830482706641e-28,1.17489755493953
"232",1991.5,"-.01","GISTEMP","M = 3",0.999632315364919,6.04576206766604e-29,1.17489755493953
"233",1991.66666666667,"-.01","GISTEMP","M = 3",0.999687032490987,3.11924307821765e-28,1.17489755493953
"234",1991.83333333333,"-.01","GISTEMP","M = 3",0.999733609037457,7.5066155958531e-29,1.17489755493953
"235",1992,"-.01","GISTEMP","M = 3",0.999773255527089,1.18570966265858e-29,1.17489755493953
"236",1992.16666666667,"-.01","GISTEMP","M = 3",0.999711258121577,1.20927579643255e-28,0.785235634610075
"237",1992.33333333333,"-.01","GISTEMP","M = 3",0.999632315364919,6.04576206766604e-29,0.785235634610075
"238",1992.5,"-.01","GISTEMP","M = 3",0.999531799567967,1.41261081454507e-28,0.785235634610075
"239",1992.66666666667,"-.01","GISTEMP","M = 3",0.999403821650417,3.48235895097564e-28,0.785235634610075
"240",1992.83333333333,"-.01","GISTEMP","M = 3",0.999240888813113,2.92614884075036e-28,0.785235634610075
"241",1993,"-.01","GISTEMP","M = 3",0.999033470234842,2.52305690860618e-28,0.785235634610075
"242",1993.16666666667,"-.01","GISTEMP","M = 3",0.998838202763409,2.84274200079644e-29,0.831763771102682
"243",1993.33333333333,"-.01","GISTEMP","M = 3",0.998603540656545,2.92614884075036e-28,0.831763771102682
"244",1993.5,"-.01","GISTEMP","M = 3",0.998321560678983,1.60348415982424e-28,0.831763771102682
"245",1993.66666666667,"-.01","GISTEMP","M = 3",0.997982756929674,3.33627359815693e-29,0.831763771102682
"246",1993.83333333333,"-.01","GISTEMP","M = 3",0.997575729542979,1.83643107377839e-28,0.831763771102682
"247",1994,"-.01","GISTEMP","M = 3",0.997086814311865,1.2586289561686e-28,0.831763771102682
"248",1994.16666666667,"-.01","GISTEMP","M = 3",0.997461767195319,4.44178437624444e-29,1.14815362149691
"249",1994.33333333333,"-.01","GISTEMP","M = 3",0.99778856734602,2.31577363771477e-28,1.14815362149691
"250",1994.5,"-.01","GISTEMP","M = 3",0.998073372903463,3.65015969407821e-28,1.14815362149691
"251",1994.66666666667,"-.01","GISTEMP","M = 3",0.998321560678983,1.60348415982424e-28,1.14815362149691
"252",1994.83333333333,"-.01","GISTEMP","M = 3",0.998537823785659,1.83643107377839e-28,1.14815362149691
"253",1995,"-.01","GISTEMP","M = 3",0.998726257433106,6.24625927909374e-28,1.14815362149691
"254",1995.16666666667,"-.01","GISTEMP","M = 3",0.999022289290025,5.08448589890714e-28,1.30316677845233
"255",1995.33333333333,"-.01","GISTEMP","M = 3",0.999249571766178,5.53865835137813e-29,1.30316677845233
"256",1995.5,"-.01","GISTEMP","M = 3",0.999424049724303,1.6602402935207e-28,1.30316677845233
"257",1995.66666666667,"-.01","GISTEMP","M = 3",0.999557978713005,2.21546334055125e-28,1.30316677845233
"258",1995.83333333333,"-.01","GISTEMP","M = 3",0.999660775003945,4.2685547855709e-28,1.30316677845233
"259",1996,"-.01","GISTEMP","M = 3",0.99973967125752,2.70257902714606e-28,1.30316677845233
"260",1996.16666666667,"-.01","GISTEMP","M = 3",0.999751385068044,7.70032674781709e-29,1.04712854805089
"261",1996.33333333333,"-.01","GISTEMP","M = 3",0.999762571926477,3.08013069912684e-28,1.04712854805089
"262",1996.5,"-.01","GISTEMP","M = 3",0.999773255527089,1.18570966265858e-29,1.04712854805089
