"","Duration","LR_Scale","DataSet","Sci_Mem","Sci_pH","Sci_pH_Var"
"29",1957.66666666667,"0 (Neutral)","GISTEMP","3",0.011728462754805,2.12546322691384e-32
"30",1957.83333333333,"0 (Neutral)","GISTEMP","3",0.0147205564608926,1.01983677735821e-31
"31",1958,"0 (Neutral)","GISTEMP","3",0.0184617152938729,5.83176985162301e-33
"32",1958.16666666667,"0 (Neutral)","GISTEMP","3",0.0255920814922418,7.90542190010301e-32
"33",1958.33333333333,"0 (Neutral)","GISTEMP","3",0.0353771113142179,5.83176985162301e-31
"34",1958.5,"0 (Neutral)","GISTEMP","3",0.0487163602319351,5.72621963695314e-31
"35",1958.66666666667,"0 (Neutral)","GISTEMP","3",0.0667373117070708,1.81392140608003e-30
"36",1958.83333333333,"0 (Neutral)","GISTEMP","3",0.0907882880363634,1.26486750401648e-30
"37",1959,"0 (Neutral)","GISTEMP","3",0.122370322874059,3.99760593861999e-30
"38",1959.16666666667,"0 (Neutral)","GISTEMP","3",0.119918866892096,3.46166146961133e-30
"39",1959.33333333333,"0 (Neutral)","GISTEMP","3",0.117509945553807,2.37531359807759e-30
"40",1959.5,"0 (Neutral)","GISTEMP","3",0.115143083441339,4.07934710943282e-31
"41",1959.66666666667,"0 (Neutral)","GISTEMP","3",0.112817799683793,1.92785780218943e-30
"42",1959.83333333333,"0 (Neutral)","GISTEMP","3",0.110533608499965,4.45412266617845e-30
"43",1960,"0 (Neutral)","GISTEMP","3",0.108290019725047,4.07934710943282e-31
"44",1960.16666666667,"0 (Neutral)","GISTEMP","3",0.0976637123288918,4.33768005492621e-32
"45",1960.33333333333,"0 (Neutral)","GISTEMP","3",0.0879772674604323,2.59412545862609e-30
"46",1960.5,"0 (Neutral)","GISTEMP","3",0.0791672504973905,2.08517099884808e-30
"47",1960.66666666667,"0 (Neutral)","GISTEMP","3",0.0711706200653232,4.81964450547356e-31
"48",1960.83333333333,"0 (Neutral)","GISTEMP","3",0.0639256496913911,1.29629158619217e-30
"49",1961,"0 (Neutral)","GISTEMP","3",0.0573726415104845,9.99401484654998e-31
"50",1961.16666666667,"0 (Neutral)","GISTEMP","3",0.0592693416580018,1.45794246290575e-31
"51",1961.33333333333,"0 (Neutral)","GISTEMP","3",0.0612246727431102,1.28053134865927e-30
"52",1961.5,"0 (Neutral)","GISTEMP","3",0.0632401748828002,4.33768005492621e-32
"53",1961.66666666667,"0 (Neutral)","GISTEMP","3",0.0653174104475835,7.7114312087577e-32
"54",1961.83333333333,"0 (Neutral)","GISTEMP","3",0.0674579630795067,1.23382899340123e-30
"55",1962,"0 (Neutral)","GISTEMP","3",0.0696634365967218,2.22860361933098e-31
"56",1962.16666666667,"0 (Neutral)","GISTEMP","3",0.0750711600096082,1.92785780218943e-34
"57",1962.33333333333,"0 (Neutral)","GISTEMP","3",0.0808621793846055,4.33768005492621e-32
"58",1962.5,"0 (Neutral)","GISTEMP","3",0.0870578731580552,1.85267134790404e-31
"59",1962.66666666667,"0 (Neutral)","GISTEMP","3",0.0936798997338891,7.7114312087577e-34
"60",1962.83333333333,"0 (Neutral)","GISTEMP","3",0.100750041113411,1.49293308201549e-30
"61",1963,"0 (Neutral)","GISTEMP","3",0.108290019725047,6.26360999931344e-31
"62",1963.16666666667,"0 (Neutral)","GISTEMP","3",0.109406769603862,3.30839677433727e-30
"63",1963.33333333333,"0 (Neutral)","GISTEMP","3",0.110533608499965,5.05947001606593e-30
"64",1963.5,"0 (Neutral)","GISTEMP","3",0.111670598058783,4.99720020905521e-30
"65",1963.66666666667,"0 (Neutral)","GISTEMP","3",0.112817799683793,1.85151463322272e-30
"66",1963.83333333333,"0 (Neutral)","GISTEMP","3",0.113975274520694,6.45620299375217e-30
"67",1964,"0 (Neutral)","GISTEMP","3",0.115143083441339,6.26360999931344e-31
"68",1964.16666666667,"0 (Neutral)","GISTEMP","3",0.0889054256922128,2.91665606893238e-30
"69",1964.33333333333,"0 (Neutral)","GISTEMP","3",0.0681858277274485,7.41068539161615e-31
"70",1964.5,"0 (Neutral)","GISTEMP","3",0.0520192769730147,3.51352084449023e-32
"71",1964.66666666667,"0 (Neutral)","GISTEMP","3",0.039523163677328,1.73989166647596e-32
"72",1964.83333333333,"0 (Neutral)","GISTEMP","3",0.0299340892128717,2.93227171713012e-31
"73",1965,"0 (Neutral)","GISTEMP","3",0.0226167245463923,2.63923733119732e-31
"74",1965.16666666667,"0 (Neutral)","GISTEMP","3",0.0184617152938729,2.36162580768205e-33
"75",1965.33333333333,"0 (Neutral)","GISTEMP","3",0.0150582789987435,9.54410103196402e-32
"76",1965.5,"0 (Neutral)","GISTEMP","3",0.0122744235439053,8.20092635384486e-32
"77",1965.66666666667,"0 (Neutral)","GISTEMP","3",0.00999999999999983,3.01227781592098e-32
"78",1965.83333333333,"0 (Neutral)","GISTEMP","3",0.00814354739727026,1.92785780218943e-32
"79",1966,"0 (Neutral)","GISTEMP","3",0.00662942856555843,1.5399517264442e-32
"80",1966.16666666667,"0 (Neutral)","GISTEMP","3",0.00786925670532489,5.06363900856316e-33
"81",1966.33333333333,"0 (Neutral)","GISTEMP","3",0.00933877623946802,4.81964450547356e-33
"82",1966.5,"0 (Neutral)","GISTEMP","3",0.0110796519630618,2.38602525799101e-32
"83",1966.66666666667,"0 (Neutral)","GISTEMP","3",0.0131407460756816,3.90391204943359e-33
"84",1966.83333333333,"0 (Neutral)","GISTEMP","3",0.015579215331476,6.37397985848879e-33
"85",1967,"0 (Neutral)","GISTEMP","3",0.0184617152938729,3.48219315520465e-33
"86",1967.16666666667,"0 (Neutral)","GISTEMP","3",0.0204360796211952,7.33067929282529e-32
"87",1967.33333333333,"0 (Neutral)","GISTEMP","3",0.0226167245463923,2.395483810333e-31
"88",1967.5,"0 (Neutral)","GISTEMP","3",0.025024112314914,5.57150904832744e-32
"89",1967.66666666667,"0 (Neutral)","GISTEMP","3",0.0276804919713481,3.60617851010796e-31
"90",1967.83333333333,"0 (Neutral)","GISTEMP","3",0.0306100007607881,2.54959194339552e-32
"91",1968,"0 (Neutral)","GISTEMP","3",0.0338387581835104,1.1571966457642e-31
"92",1968.16666666667,"0 (Neutral)","GISTEMP","3",0.0330939851190166,1.73989166647596e-32
"93",1968.33333333333,"0 (Neutral)","GISTEMP","3",0.0323650550023056,3.81764041278561e-31
"94",1968.5,"0 (Neutral)","GISTEMP","3",0.0316516547691916,3.08457248350308e-31
"95",1968.66666666667,"0 (Neutral)","GISTEMP","3",0.0309534764943997,3.38459535396881e-32
"96",1968.83333333333,"0 (Neutral)","GISTEMP","3",0.0302702173543663,3.90391204943359e-31
"97",1969,"0 (Neutral)","GISTEMP","3",0.0296015795878688,1.45794246290575e-33
"98",1969.16666666667,"0 (Neutral)","GISTEMP","3",0.0327275593795653,7.29164017233095e-31
"99",1969.33333333333,"0 (Neutral)","GISTEMP","3",0.0361713435051741,3.51352084449023e-32
"100",1969.5,"0 (Neutral)","GISTEMP","3",0.0399625312245313,6.71087300942139e-31
"101",1969.66666666667,"0 (Neutral)","GISTEMP","3",0.0441328857345437,9.44650323072818e-31
"102",1969.83333333333,"0 (Neutral)","GISTEMP","3",0.0487163602319351,5.3136580672846e-31
"103",1970,"0 (Neutral)","GISTEMP","3",0.0537490899705588,4.63167836976009e-32
"104",1970.16666666667,"0 (Neutral)","GISTEMP","3",0.059914528550522,3.24072896548042e-31
"105",1970.33333333333,"0 (Neutral)","GISTEMP","3",0.0667373117070708,1.73989166647596e-30
"106",1970.5,"0 (Neutral)","GISTEMP","3",0.0742756550285339,7.17355888194685e-31
"107",1970.66666666667,"0 (Neutral)","GISTEMP","3",0.0825901411470524,2.77611523515277e-30
"108",1970.83333333333,"0 (Neutral)","GISTEMP","3",0.0917431192660557,4.62878658305681e-31
"109",1971,"0 (Neutral)","GISTEMP","3",0.101797911059024,2.20720439772667e-30
"110",1971.16666666667,"0 (Neutral)","GISTEMP","3",0.0861471793132682,6.94028808788193e-33
"111",1971.33333333333,"0 (Neutral)","GISTEMP","3",0.072707863367049,3.77860129229127e-32
"112",1971.5,"0 (Neutral)","GISTEMP","3",0.0612246727431102,1.29629158619217e-30
"113",1971.66666666667,"0 (Neutral)","GISTEMP","3",0.0514544562906298,3.08457248350308e-31
"114",1971.83333333333,"0 (Neutral)","GISTEMP","3",0.043171668310203,2.12546322691384e-32
"115",1972,"0 (Neutral)","GISTEMP","3",0.0361713435051741,4.05332102910327e-32
"116",1972.16666666667,"0 (Neutral)","GISTEMP","3",0.035377111314218,6.04576206766604e-31
"117",1972.33333333333,"0 (Neutral)","GISTEMP","3",0.0345996924338081,9.33083176259682e-32
"118",1972.5,"0 (Neutral)","GISTEMP","3",0.0338387581835104,1.20491112636839e-31
"119",1972.66666666667,"0 (Neutral)","GISTEMP","3",0.0330939851190166,1.92785780218943e-32
"120",1972.83333333333,"0 (Neutral)","GISTEMP","3",0.0323650550023056,3.90391204943359e-31
"121",1973,"0 (Neutral)","GISTEMP","3",0.0316516547691916,3.00794013586605e-31
"122",1973.16666666667,"0 (Neutral)","GISTEMP","3",0.0413088881971929,1.62132841164131e-31
"123",1973.33333333333,"0 (Neutral)","GISTEMP","3",0.0537490899705588,4.33768005492621e-32
"124",1973.5,"0 (Neutral)","GISTEMP","3",0.0696634365967218,2.09943714658428e-31
"125",1973.66666666667,"0 (Neutral)","GISTEMP","3",0.0898424113683095,1.11353066654461e-30
"126",1973.83333333333,"0 (Neutral)","GISTEMP","3",0.115143083441339,4.44178437624444e-31
"127",1974,"0 (Neutral)","GISTEMP","3",0.146422484588972,2.59412545862609e-30
"128",1974.16666666667,"0 (Neutral)","GISTEMP","3",0.133940665471626,2.16614102654004e-30
"129",1974.33333333333,"0 (Neutral)","GISTEMP","3",0.122370322874059,3.8327740965328e-30
"130",1974.5,"0 (Neutral)","GISTEMP","3",0.111670598058783,4.69163474740819e-30
"131",1974.66666666667,"0 (Neutral)","GISTEMP","3",0.101797911059024,2.20720439772667e-30
"132",1974.83333333333,"0 (Neutral)","GISTEMP","3",0.092706968638254,7.41068539161615e-31
"133",1975,"0 (Neutral)","GISTEMP","3",0.0843516393857259,9.44650323072818e-33
"134",1975.16666666667,"0 (Neutral)","GISTEMP","3",0.0711706200653247,4.81964450547356e-31
"135",1975.33333333333,"0 (Neutral)","GISTEMP","3",0.059914528550522,3.24072896548042e-31
"136",1975.5,"0 (Neutral)","GISTEMP","3",0.0503421729610731,4.44178437624444e-31
"137",1975.66666666667,"0 (Neutral)","GISTEMP","3",0.0422304613396563,6.59809332799331e-32
"138",1975.83333333333,"0 (Neutral)","GISTEMP","3",0.035377111314218,5.93828399519398e-31
"139",1976,"0 (Neutral)","GISTEMP","3",0.0296015795878688,1.20491112636839e-33
"140",1976.16666666667,"0 (Neutral)","GISTEMP","3",0.0289472704546834,3.52328062461381e-31
"141",1976.33333333333,"0 (Neutral)","GISTEMP","3",0.0283070021923708,7.51985033966513e-32
"142",1976.5,"0 (Neutral)","GISTEMP","3",0.0276804919713481,3.64798892619294e-31
"143",1976.66666666667,"0 (Neutral)","GISTEMP","3",0.027067461848372,1.88267363495061e-31
"144",1976.83333333333,"0 (Neutral)","GISTEMP","3",0.0264676387185672,7.7114312087577e-32
"145",1977,"0 (Neutral)","GISTEMP","3",0.025880754266093,1.91291690422246e-31
"146",1977.16666666667,"0 (Neutral)","GISTEMP","3",0.0316516547691916,3.1621687600412e-31
"147",1977.33333333333,"0 (Neutral)","GISTEMP","3",0.0386582858344935,4.91651936003358e-31
"148",1977.5,"0 (Neutral)","GISTEMP","3",0.0471404471532542,6.04576206766604e-31
"149",1977.66666666667,"0 (Neutral)","GISTEMP","3",0.0573726415104845,1.04147698118778e-30
"150",1977.83333333333,"0 (Neutral)","GISTEMP","3",0.0696634365967218,2.09943714658428e-31
"151",1978,"0 (Neutral)","GISTEMP","3",0.0843516393857259,9.44650323072818e-33
"152",1978.16666666667,"0 (Neutral)","GISTEMP","3",0.100750041113411,1.52705616511424e-30
"153",1978.33333333333,"0 (Neutral)","GISTEMP","3",0.119918866892096,3.77860129229127e-30
"154",1978.5,"0 (Neutral)","GISTEMP","3",0.142158226350742,2.96427415664646e-30
"155",1978.66666666667,"0 (Neutral)","GISTEMP","3",0.167735881911408,8.02297302959151e-30
"156",1978.83333333333,"0 (Neutral)","GISTEMP","3",0.196859483374956,4.69163474740819e-30
"157",1979,"0 (Neutral)","GISTEMP","3",0.22964447738837,2.08517099884808e-30
"158",1979.16666666667,"0 (Neutral)","GISTEMP","3",0.227614092189818,1.20491112636839e-29
"159",1979.33333333333,"0 (Neutral)","GISTEMP","3",0.225596401449827,5.18516634476868e-30
"160",1979.5,"0 (Neutral)","GISTEMP","3",0.223591418951202,2.08517099884808e-30
"161",1979.66666666667,"0 (Neutral)","GISTEMP","3",0.221599156629908,6.66961685245454e-30
"162",1979.83333333333,"0 (Neutral)","GISTEMP","3",0.21961962459568,1.51144051691651e-31
"163",1980,"0 (Neutral)","GISTEMP","3",0.217652831152924,1.49293308201549e-30
"164",1980.16666666667,"0 (Neutral)","GISTEMP","3",0.259390507813975,8.99461336189498e-30
"165",1980.33333333333,"0 (Neutral)","GISTEMP","3",0.306001393307123,1.5549329889339e-29
"166",1980.5,"0 (Neutral)","GISTEMP","3",0.356951142505641,6.66545267960181e-29
"167",1980.66666666667,"0 (Neutral)","GISTEMP","3",0.411355827595987,9.23181698587637e-29
"168",1980.83333333333,"0 (Neutral)","GISTEMP","3",0.468017533850112,6.39616950179199e-29
"169",1981,"0 (Neutral)","GISTEMP","3",0.525516249424516,3.08457248350308e-29
"170",1981.16666666667,"0 (Neutral)","GISTEMP","3",0.573922587372797,7.89650555776789e-31
"171",1981.33333333333,"0 (Neutral)","GISTEMP","3",0.620952533646649,1.97412638944197e-31
"172",1981.5,"0 (Neutral)","GISTEMP","3",0.6658140690284,5.21292749712021e-29
"173",1981.66666666667,"0 (Neutral)","GISTEMP","3",0.707864027629173,6.94028808788193e-29
"174",1981.83333333333,"0 (Neutral)","GISTEMP","3",0.746636342418508,2.70257902714606e-28
"175",1982,"0 (Neutral)","GISTEMP","3",0.781848657733093,7.1068550019911e-30
"176",1982.16666666667,"0 (Neutral)","GISTEMP","3",0.753114234527296,1.0443128600148e-28
"177",1982.33333333333,"0 (Neutral)","GISTEMP","3",0.72194102554798,8.34068399539233e-30
"178",1982.5,"0 (Neutral)","GISTEMP","3",0.68845995478743,2.28134980879888e-29
"179",1982.66666666667,"0 (Neutral)","GISTEMP","3",0.652885780636291,7.7114312087577e-30
"180",1982.83333333333,"0 (Neutral)","GISTEMP","3",0.615518032787313,4.45412266617845e-30
"181",1983,"0 (Neutral)","GISTEMP","3",0.576735480768709,1.03765018345044e-29
"182",1983.16666666667,"0 (Neutral)","GISTEMP","3",0.571104902040007,2.18252010642744e-28
"183",1983.33333333333,"0 (Neutral)","GISTEMP","3",0.565455856552561,4.93531597360493e-30
"184",1983.5,"0 (Neutral)","GISTEMP","3",0.55978975789589,3.15860222310715e-30
"185",1983.66666666667,"0 (Neutral)","GISTEMP","3",0.554108037272549,3.08457248350308e-31
"186",1983.83333333333,"0 (Neutral)","GISTEMP","3",0.548412142090526,9.99401484654998e-31
"187",1984,"0 (Neutral)","GISTEMP","3",0.542703534520064,3.99760593861999e-30
"188",1984.16666666667,"0 (Neutral)","GISTEMP","3",0.551261770444576,3.73233270503873e-29
"189",1984.33333333333,"0 (Neutral)","GISTEMP","3",0.55978975789589,3.15860222310715e-30
"190",1984.5,"0 (Neutral)","GISTEMP","3",0.568282599720825,1.97412638944197e-31
"191",1984.66666666667,"0 (Neutral)","GISTEMP","3",0.576735480768709,9.67321930826566e-30
"192",1984.83333333333,"0 (Neutral)","GISTEMP","3",0.585143678504889,4.44178437624444e-29
"193",1985,"0 (Neutral)","GISTEMP","3",0.593502573173158,1.16090969989122e-28
"194",1985.16666666667,"0 (Neutral)","GISTEMP","3",0.53698369001807,2.96242341315636e-29
"195",1985.33333333333,"0 (Neutral)","GISTEMP","3",0.479498234439473,3.86928772330626e-29
"196",1985.5,"0 (Neutral)","GISTEMP","3",0.422550609614672,4.81964450547356e-29
"197",1985.66666666667,"0 (Neutral)","GISTEMP","3",0.36758991744902,1.46856495939582e-29
"198",1985.83333333333,"0 (Neutral)","GISTEMP","3",0.315867542071866,1.23382899340123e-30
"199",1986,"0 (Neutral)","GISTEMP","3",0.268334892795075,2.24865334047375e-30
"200",1986.16666666667,"0 (Neutral)","GISTEMP","3",0.272879629668886,1.00217759989015e-29
"201",1986.33333333333,"0 (Neutral)","GISTEMP","3",0.277472148990135,4.93531597360493e-32
"202",1986.5,"0 (Neutral)","GISTEMP","3",0.282111971755569,7.7114312087577e-32
"203",1986.66666666667,"0 (Neutral)","GISTEMP","3",0.28679858371077,4.97510695864212e-29
"204",1986.83333333333,"0 (Neutral)","GISTEMP","3",0.291531435125364,7.7114312087577e-32
"205",1987,"0 (Neutral)","GISTEMP","3",0.296309940615837,2.77611523515277e-30
"206",1987.16666666667,"0 (Neutral)","GISTEMP","3",0.351683440807696,1.87665389896327e-29
"207",1987.33333333333,"0 (Neutral)","GISTEMP","3",0.411355827595987,9.88327869439222e-29
"208",1987.5,"0 (Neutral)","GISTEMP","3",0.473754415249842,1.41261081454507e-28
"209",1987.66666666667,"0 (Neutral)","GISTEMP","3",0.53698369001807,3.08457248350308e-29
"210",1987.83333333333,"0 (Neutral)","GISTEMP","3",0.599045548286187,2.34970393503331e-28
"211",1988,"0 (Neutral)","GISTEMP","3",0.658085501261315,1.99004278345685e-28
"212",1988.16666666667,"0 (Neutral)","GISTEMP","3",0.712602712092119,4.15060073380175e-29
"213",1988.33333333333,"0 (Neutral)","GISTEMP","3",0.76157663792651,2.41830482706641e-30
"214",1988.5,"0 (Neutral)","GISTEMP","3",0.804494755543594,6.39616950179199e-29
"215",1988.66666666667,"0 (Neutral)","GISTEMP","3",0.841297184935314,2.02150542278858e-28
"216",1988.83333333333,"0 (Neutral)","GISTEMP","3",0.872271739745096,2.73922374825008e-28
"217",1989,"0 (Neutral)","GISTEMP","3",0.897934313179235,7.1068550019911e-30
"218",1989.16666666667,"0 (Neutral)","GISTEMP","3",0.893635739729429,3.48235895097564e-28
"219",1989.33333333333,"0 (Neutral)","GISTEMP","3",0.889178471975016,5.05376355697145e-29
"220",1989.5,"0 (Neutral)","GISTEMP","3",0.884558548541089,4.36084519427732e-28
"221",1989.66666666667,"0 (Neutral)","GISTEMP","3",0.879772071174792,2.38388099815052e-28
"222",1989.83333333333,"0 (Neutral)","GISTEMP","3",0.874815221405698,2.84274200079644e-29
"223",1990,"0 (Neutral)","GISTEMP","3",0.869684278231376,4.0087103995606e-29
"224",1990.16666666667,"0 (Neutral)","GISTEMP","3",0.874815221405698,2.84274200079644e-29
"225",1990.33333333333,"0 (Neutral)","GISTEMP","3",0.879772071174792,2.41830482706641e-28
"226",1990.5,"0 (Neutral)","GISTEMP","3",0.884558548541089,4.31457660702477e-28
"227",1990.66666666667,"0 (Neutral)","GISTEMP","3",0.889178471975016,5.05376355697145e-29
"228",1990.83333333333,"0 (Neutral)","GISTEMP","3",0.893635739729429,3.48235895097564e-28
"229",1991,"0 (Neutral)","GISTEMP","3",0.897934313179235,6.52695537509252e-30
"230",1991.16666666667,"0 (Neutral)","GISTEMP","3",0.909918107370343,4.15060073380175e-29
"231",1991.33333333333,"0 (Neutral)","GISTEMP","3",0.92061924185316,0
"232",1991.5,"0 (Neutral)","GISTEMP","3",0.930146742430824,4.88608619676822e-28
"233",1991.66666666667,"0 (Neutral)","GISTEMP","3",0.938606983086061,1.87665389896327e-29
"234",1991.83333333333,"0 (Neutral)","GISTEMP","3",0.946101940694687,9.55477172489914e-29
"235",1992,"0 (Neutral)","GISTEMP","3",0.952727984793334,4.17725144005921e-28
"236",1992.16666666667,"0 (Neutral)","GISTEMP","3",0.939267062456991,1.9588269099238e-28
"237",1992.33333333333,"0 (Neutral)","GISTEMP","3",0.922285744551344,6.94028808788193e-29
"238",1992.5,"0 (Neutral)","GISTEMP","3",0.901056510347788,3.00264623834124e-28
"239",1992.66666666667,"0 (Neutral)","GISTEMP","3",0.874815221405698,3.33627359815693e-29
"240",1992.83333333333,"0 (Neutral)","GISTEMP","3",0.842828314134869,8.09515202570548e-29
"241",1993,"0 (Neutral)","GISTEMP","3",0.804494755543594,5.87425983758327e-29
"242",1993.16666666667,"0 (Neutral)","GISTEMP","3",0.769837626120223,9.33885165105393e-29
"243",1993.33333333333,"0 (Neutral)","GISTEMP","3",0.73109041399145,2.66618107184072e-28
"244",1993.5,"0 (Neutral)","GISTEMP","3",0.68845995478743,2.84274200079644e-29
"245",1993.66666666667,"0 (Neutral)","GISTEMP","3",0.642377139962875,1.03765018345044e-29
"246",1993.83333333333,"0 (Neutral)","GISTEMP","3",0.593502573173158,9.77315945673116e-29
"247",1994,"0 (Neutral)","GISTEMP","3",0.542703534520064,8.99461336189498e-30
"248",1994.16666666667,"0 (Neutral)","GISTEMP","3",0.571104902040007,1.92785780218943e-28
"249",1994.33333333333,"0 (Neutral)","GISTEMP","3",0.599045548286187,2.08517099884808e-28
"250",1994.5,"0 (Neutral)","GISTEMP","3",0.626356849356022,9.67321930826566e-30
"251",1994.66666666667,"0 (Neutral)","GISTEMP","3",0.652885780636291,1.34363977381394e-29
"252",1994.83333333333,"0 (Neutral)","GISTEMP","3",0.678497956048999,2.17647434435977e-29
"253",1995,"0 (Neutral)","GISTEMP","3",0.703079766016305,6.39616950179199e-29
"254",1995.16666666667,"0 (Neutral)","GISTEMP","3",0.7509673671941,1.0443128600148e-28
"255",1995.33333333333,"0 (Neutral)","GISTEMP","3",0.793401104531577,3.48235895097564e-28
"256",1995.5,"0 (Neutral)","GISTEMP","3",0.830238870181495,2.73922374825008e-28
"257",1995.66666666667,"0 (Neutral)","GISTEMP","3",0.86165358933132,5.13470273893857e-28
"258",1995.83333333333,"0 (Neutral)","GISTEMP","3",0.888038893565211,1.68898850906695e-28
"259",1996,"0 (Neutral)","GISTEMP","3",0.909918107370343,3.86928772330626e-29
"260",1996.16666666667,"0 (Neutral)","GISTEMP","3",0.911787741097094,1.33450943926277e-28
"261",1996.33333333333,"0 (Neutral)","GISTEMP","3",0.913622254529514,9.99401484654998e-31
"262",1996.5,"0 (Neutral)","GISTEMP","3",0.915422155314308,5.37455909525577e-29
"263",1996.66666666667,"0 (Neutral)","GISTEMP","3",0.917187950127898,2.88827029065294e-28
"264",1996.83333333333,"0 (Neutral)","GISTEMP","3",0.918920144367014,1.74722523755548e-28
"265",1997,"0 (Neutral)","GISTEMP","3",0.92061924185316,1.23382899340123e-32
"266",1997.16666666667,"0 (Neutral)","GISTEMP","3",0.923106929145212,9.99401484654998e-29
"267",1997.33333333333,"0 (Neutral)","GISTEMP","3",0.925522962568727,1.57547624167403e-28
"268",1997.5,"0 (Neutral)","GISTEMP","3",0.927869014380146,1.77671375049777e-28
"269",1997.66666666667,"0 (Neutral)","GISTEMP","3",0.930146742430824,4.98479251624032e-28
"270",1997.83333333333,"0 (Neutral)","GISTEMP","3",0.932357788549886,4.04214716528178e-28
"271",1998,"0 (Neutral)","GISTEMP","3",0.934503777063157,1.92785780218943e-28
"272",1998.16666666667,"0 (Neutral)","GISTEMP","3",0.952206761915901,5.13470273893857e-28
"273",1998.33333333333,"0 (Neutral)","GISTEMP","3",0.965302465980334,1.46591222706e-28
"274",1998.5,"0 (Neutral)","GISTEMP","3",0.974904420191812,2.73922374825008e-28
"275",1998.66666666667,"0 (Neutral)","GISTEMP","3",0.981899022756231,2.31577363771477e-28
"276",1998.83333333333,"0 (Neutral)","GISTEMP","3",0.986970156025927,7.12659626588552e-29
"277",1999,"0 (Neutral)","GISTEMP","3",0.990634122400707,1.11044609406111e-29
"278",1999.16666666667,"0 (Neutral)","GISTEMP","3",0.98973979058041,1.09021129856933e-28
"279",1999.33333333333,"0 (Neutral)","GISTEMP","3",0.988761029388797,2.72552824642332e-29
"280",1999.5,"0 (Neutral)","GISTEMP","3",0.987690061636046,8.70589737743909e-29
"281",1999.66666666667,"0 (Neutral)","GISTEMP","3",0.98651843224593,2.77611523515277e-30
"282",1999.83333333333,"0 (Neutral)","GISTEMP","3",0.98523695686347,2.70257902714606e-28
"283",2000,"0 (Neutral)","GISTEMP","3",0.983835668140249,1.80644902923874e-28
"284",2000.16666666667,"0 (Neutral)","GISTEMP","3",0.979272881862691,4.08693515774224e-28
"285",2000.33333333333,"0 (Neutral)","GISTEMP","3",0.973456883391947,4.50113155082704e-28
"286",2000.5,"0 (Neutral)","GISTEMP","3",0.966065476376449,4.2685547855709e-28
"287",2000.66666666667,"0 (Neutral)","GISTEMP","3",0.956707337151755,3.60783935960454e-28
"288",2000.83333333333,"0 (Neutral)","GISTEMP","3",0.944915649102774,9.99401484654998e-29
"289",2001,"0 (Neutral)","GISTEMP","3",0.930146742430824,5.5453210279425e-28
